Manufacturer,Model,Titel,Date,Model/Type,Price,Currency,Website,Date_scraped,Type,Subtype,Group,Config,Storage,Storage Size (L),Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,Cluster
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 7 ORE-S,30.03.2023,Bosch Set BOPA CS772 AW 7 OR-S CS6800iAW 12 E + BH120/WH290 (7739622395),9933.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.6,6.6,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.74,1.39,15.0,15.0,15.0,32.0,180.0,138.0,4.58,,,5940.0,,2842.0,,2.09,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 4 ORM-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS761 AW 4 OR-S, CS5800iAW 12 M, 7739622385",10999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,4.4,4.0,R290,"0,950 kg",37.0,40.0,37.0,40.0,-7.0,-10.0,75.0,0.79,0.9,15.0,14.0,15.0,33.0,179.0,127.0,4.55,,,3510.0,,1671.0,,2.1,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 5 ORMB-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS774 AW 5 OR-S, CS5800iAW 12 MB, HR300, 7739622864",10999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,6.2,6.2,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.76,1.12,16.0,16.0,16.0,31.0,179.0,136.0,4.55,,,5530.0,,2646.0,,2.09,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 4 ORMB-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS776 AW 4 OR-S, CS5800iAW 12 MB, SWDP300-2O C, 7739622865",10999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,4.4,4.0,R290,"0,950 kg",37.0,40.0,37.0,40.0,-7.0,-10.0,75.0,0.78,0.87,15.0,14.0,15.0,33.0,179.0,128.0,4.55,,,3530.0,,1673.0,,2.11,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 7 ORMB-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS775 AW 7 OR-S, CS5800iAW 12 MB, HR300, 7739622867",11499.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,6.6,6.6,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.74,1.41,15.0,15.0,15.0,32.0,180.0,136.0,4.56,,,5980.0,,2917.0,,2.05,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 4 ORMB-S (60°C),30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS773 AW 4 OR-S, CS5800iAW 12 MB, HR300, 7739622863",10599.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,4.4,4.0,R290,"0,950 kg",37.0,40.0,37.0,40.0,-7.0,-10.0,60.0,0.78,0.87,15.0,14.0,15.0,33.0,179.0,128.0,4.55,,,3530.0,,1673.0,,2.11,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 10 ORM-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS788 AW 10 OR-T, CS5800iAW 12 M, 7739623429",13999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,10.0,10.0,R290,"1,700 kg",40.0,42.0,40.0,42.0,-7.0,-10.0,75.0,0.72,1.29,33.0,18.0,33.0,34.0,186.0,141.0,4.73,,,9270.0,,4214.0,,2.2,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 7 ORM-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS763 AW 7 OR-S, CS5800iAW 12 M, 7739622388",11999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,6.6,6.6,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.75,1.44,15.0,15.0,15.0,32.0,179.0,136.0,4.56,,,5900.0,,2850.0,,2.07,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 12 ORMB-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS806 AW 12 OR-T, CS5800iAW 12 MB, WH 290, 7739624195",14999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,12.2,12.0,R290,"1,700 kg",37.0,45.0,37.0,45.0,-7.0,-10.0,75.0,0.36,0.86,33.0,18.0,33.0,67.0,183.0,136.0,4.64,,,11100.0,,5842.0,,1.9,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 4 ORE-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS767 AW 4 OR-S, CS5800iAW 12 E, BST 50,HR300, 7739622384",9999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,4.4,4.0,R290,"0,950 kg",31.0,40.0,31.0,40.0,-7.0,-10.0,75.0,0.77,0.85,15.0,14.0,15.0,33.0,180.0,130.0,4.58,,,3550.0,,1675.0,,2.12,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 10 ORE-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS792 AW 10 OR-T, CS5800iAW 12 E, BH120,WH290, 7739623435",13399.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,10.0,10.0,R290,"1,700 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.71,1.23,33.0,18.0,33.0,34.0,188.0,142.0,4.77,,,9320.0,,4198.0,,2.22,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 7 ORE-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS769 AW 7 OR-S, CS5800iAW 12 E, BST 50,HR300, 7739622390",10999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.6,6.6,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.74,1.39,15.0,15.0,15.0,32.0,180.0,138.0,4.58,,,5940.0,,2842.0,,2.09,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 12 ORM-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS789 AW 12 OR-T, CS5800iAW 12 M, 7739623436",14999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,12.2,12.0,R290,"1,700 kg",40.0,45.0,40.0,45.0,-7.0,-10.0,75.0,0.37,0.89,33.0,18.0,33.0,67.0,183.0,136.0,4.64,,,11070.0,,5826.0,,1.9,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 5 ORE-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS768 AW 5 OR-S, CS5800iAW 12 E, BST 50,HR300, 7739622386",10399.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.2,6.2,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.75,1.1,16.0,16.0,16.0,31.0,180.0,137.0,4.57,,,5570.0,,2640.0,,2.11,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 12 ORE-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS793 AW 12 OR-T, CS5800iAW 12 E, BH120,WH290, 7739623442",14399.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,12.2,12.0,R290,"1,700 kg",31.0,45.0,31.0,45.0,-7.0,-10.0,75.0,0.38,0.84,33.0,18.0,33.0,67.0,184.0,137.0,4.66,,,11110.0,,5817.0,,1.91,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 5 ORM-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS762 AW 5 OR-S, CS5800iAW 12 M, 7739622387",11399.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,6.2,6.2,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.77,1.15,16.0,16.0,16.0,31.0,179.0,136.0,4.55,,,5520.0,,2641.0,,2.09,,1
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 10 ORE-S,10.06.2022,"Junkers Bosch CS311, Split Luft/Wasser-Wärmepumpe CS3400iAWS 10 ORE-S, HR300, BST 50 EHP (7739621491)",7979.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.0,8.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-6.0,-10.0,60.0,2.8,5.4,11.0,0.0,11.0,0.0,178.0,125.0,4.53,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 10 ORM-S,10.06.2022,"Junkers Bosch CS304, Split Luft/Wasser-Wärmepumpe CS3400iAWS 10 ORM-S, BST 50 EHP (7739621490)",7849.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,9.0,8.0,R32,"1,300 kg",40.0,59.0,40.0,59.0,-6.0,-10.0,60.0,2.8,5.4,11.0,0.0,11.0,0.0,178.0,125.0,4.53,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH,Bosch Compress CS3400iAWS 4 OR-S,CS3400iAWS 4 ORE-S,10.06.2022,"Junkers Bosch CS308, Split Luft/Wasser-Wärmepumpe CS3400iAWS 4 ORE-S, HR200, BST 50 EHP (7739621497)",6419.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,5.0,5.6,R32,"1,100 kg",45.0,60.0,45.0,60.0,-7.0,-10.0,60.0,1.07,3.0,11.0,0.0,11.0,0.0,186.0,125.0,4.72,,,3800.0,,1979.0,,1.92,,4
 Bosch Thermotechnik GmbH,Bosch Compress CS3400iAWS 4 OR-S,CS3400iAWS 4 ORM-S,10.06.2022,"Junkers Bosch CS301, Split Luft/Wasser-Wärmepumpe CS3400iAWS 4 ORM-S, BST 50 EHP (7739621495)",6469.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,5.0,5.6,R32,"1,100 kg",40.0,60.0,40.0,60.0,-7.0,-10.0,60.0,1.07,3.0,11.0,0.0,11.0,0.0,186.0,125.0,4.72,,,3800.0,,1979.0,,1.92,,4
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 6 ORM-S,10.06.2022,"Junkers Bosch CS302, Split Luft/Wasser-Wärmepumpe CS3400iAWS 6 ORM-S, BST 50 EHP (7739621494)",6819.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,6.0,7.0,R32,"1,300 kg",40.0,59.0,40.0,59.0,-6.0,-10.0,60.0,1.54,4.4,11.0,0.0,11.0,0.0,182.0,126.0,4.63,,,5100.0,,2742.0,,1.86,,4
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 6 ORE-S,10.06.2022,"Junkers Bosch CS316, Split Luft/Wasser-Wärmepumpe CS3400iAWS 6 ORE-S, BPU 300-C (7739621482)",7059.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-6.0,-10.0,60.0,1.54,4.4,11.0,0.0,11.0,0.0,182.0,126.0,4.63,,,5100.0,,2742.0,,1.86,,4
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 8 ORM-S,10.06.2022,"Junkers Bosch CS303, Split Luft/Wasser-Wärmepumpe CS3400iAWS 8 ORM-S, BST 50 EHP (7739621492)",7119.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,8.0,7.0,R32,"1,300 kg",40.0,59.0,40.0,59.0,-5.0,-10.0,60.0,2.45,4.4,11.0,0.0,11.0,0.0,185.0,126.0,4.71,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 8 ORE-S,10.06.2022,"Junkers Bosch CS310, Split Luft/Wasser-Wärmepumpe CS3400iAWS 8 ORE-S, HR300, BST 50 EHP (7739621493)",7249.0,EUR,heizungsdiscount,2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,8.0,7.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-5.0,-10.0,60.0,2.45,4.4,11.0,0.0,11.0,0.0,185.0,126.0,4.71,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 7 ORM-S,30.03.2023,Bosch CS766 AW 7 OR-S / CS6800iAW 12 M ((7739622393),10904.0,EUR,idealo,2025-03-14,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,6.6,6.6,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.75,1.44,15.0,15.0,15.0,32.0,179.0,136.0,4.56,,,5900.0,,2850.0,,2.07,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 12 ORE-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS795 AW 12 OR-T, CS6800iAW 12 E, BH200,WH370, 7739623438",15599.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,12.2,12.0,R290,"1,700 kg",31.0,45.0,31.0,45.0,-7.0,-10.0,75.0,0.38,0.84,33.0,18.0,33.0,67.0,184.0,137.0,4.66,,,11110.0,,5817.0,,1.91,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 5 ORE-S (60°C),30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS786 AW 5 OR-S, CS5800iAW 12 E, BH120,WH290, 7739623252",10799.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.2,6.2,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,60.0,0.75,1.1,16.0,16.0,16.0,31.0,180.0,137.0,4.57,,,5570.0,,2640.0,,2.11,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 10 ORE-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS794 AW 10 OR-T, CS6800iAW 12 E, BH200,WH370, 7739623431",14599.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,10.0,10.0,R290,"1,700 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.71,1.23,33.0,18.0,33.0,34.0,188.0,142.0,4.77,,,9320.0,,4198.0,,2.22,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 4 ORE-S (60°C),30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS785 AW 4 OR-S, CS5800iAW 12 E, BH120,WH290, 7739623251",10399.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,4.4,4.0,R290,"0,950 kg",31.0,40.0,31.0,40.0,-7.0,-10.0,60.0,0.77,0.85,15.0,14.0,15.0,33.0,180.0,130.0,4.58,,,3550.0,,1675.0,,2.12,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 10 ORM-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS790 AW 10 OR-T, CS6800iAW 12 M, 7739623430",14999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,10.0,10.0,R290,"1,700 kg",40.0,42.0,40.0,42.0,-7.0,-10.0,75.0,0.72,1.29,33.0,18.0,33.0,34.0,186.0,141.0,4.73,,,9270.0,,4214.0,,2.2,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS5800iAW 7 ORE-S (60°C),30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS787 AW 7 OR-S, CS5800iAW 12 E, BH120,WH290, 7739623253",11299.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.6,6.6,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,60.0,0.74,1.39,15.0,15.0,15.0,32.0,180.0,138.0,4.58,,,5940.0,,2842.0,,2.09,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 4 ORE-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS770 AW 4 OR-S, CS6800iAW 12 E, BH120,WH290, 7739622392",10999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,4.4,4.0,R290,"0,950 kg",31.0,40.0,31.0,40.0,-7.0,-10.0,75.0,0.77,0.85,15.0,14.0,15.0,33.0,180.0,130.0,4.58,,,3550.0,,1675.0,,2.12,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 4 ORM-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS764 AW 4 OR-S, CS6800iAW 12 M, 7739622389",11299.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,4.4,4.0,R290,"0,950 kg",37.0,40.0,37.0,40.0,-7.0,-10.0,75.0,0.79,0.9,15.0,14.0,15.0,33.0,179.0,127.0,4.55,,,3510.0,,1671.0,,2.1,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 12 ORM-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS791 AW 12 OR-T, CS6800iAW 12 M, 7739623437",15999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,12.2,12.0,R290,"1,700 kg",40.0,45.0,40.0,45.0,-7.0,-10.0,75.0,0.37,0.89,33.0,18.0,33.0,67.0,183.0,136.0,4.64,,,11070.0,,5826.0,,1.9,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 5 ORM-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS765 AW 5 OR-S, CS6800iAW 12 M, 7739622391",11999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,warm-water tank,170.0,6.2,6.2,R290,"0,950 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.77,1.15,16.0,16.0,16.0,31.0,179.0,136.0,4.55,,,5520.0,,2641.0,,2.09,,1
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 4/5/7 OR ,CS6800iAW 5 ORE-S,30.03.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS771 AW 5 OR-S, CS6800iAW 12 E, BH120,WH290, 7739622394",11499.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.2,6.2,R290,"0,950 kg",31.0,42.0,31.0,42.0,-7.0,-10.0,75.0,0.75,1.1,16.0,16.0,16.0,31.0,180.0,137.0,4.57,,,5570.0,,2640.0,,2.11,,1
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 10 ORB-S,10.06.2022,"Junkers Bosch Split Luft/Wasser-Wärmepumpe Compress CS3400iAWS 10 OR-S, 6,9 kW (8750722683) & Junkers Bosch CS3400iAWS 10 B Luft/Wasser-Wärmepumpe Split Inneneinheit, wandh. (8738212151)",6334.0,EUR,heizungsdiscount (4709.0 EUR) & heizungsdiscount (1625.0 EUR),2025-02-24 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,9.0,8.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-6.0,-10.0,60.0,2.8,5.4,11.0,0.0,11.0,0.0,178.0,125.0,4.53,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 6 ORB-S,10.06.2022,"Junkers Bosch Split Luft/Wasser-Wärmepumpe Compress CS3400iAWS 6 OR-S, 5,1 kW (8750722681) & Junkers Bosch CS3400iAWS 10 B Luft/Wasser-Wärmepumpe Split Inneneinheit, wandh. (8738212151)",5020.0,EUR,heizungsdiscount (3395.0 EUR) & heizungsdiscount (1625.0 EUR),2025-02-24 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,6.0,7.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-6.0,-10.0,60.0,1.54,4.4,11.0,0.0,11.0,0.0,182.0,126.0,4.63,,,5100.0,,2742.0,,1.86,,4
 Bosch Thermotechnik GmbH," Bosch Compress CS3400iAWS 6,8,10 OR-S",CS3400iAWS 8 ORB-S,10.06.2022,"Junkers Bosch Split Luft/Wasser-Wärmepumpe Compress CS3400iAWS 8 OR-S, 6,2 kW (8750722682) & Junkers Bosch CS3400iAWS 10 B Luft/Wasser-Wärmepumpe Split Inneneinheit, wandh. (8738212151)",5334.0,EUR,heizungsdiscount (3709.0 EUR) & heizungsdiscount (1625.0 EUR),2025-02-24 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,8.0,7.0,R32,"1,300 kg",45.0,59.0,45.0,59.0,-5.0,-10.0,60.0,2.45,4.4,11.0,0.0,11.0,0.0,185.0,126.0,4.71,,,5100.0,,2742.0,,1.86,,2
 Bosch Thermotechnik GmbH,Bosch Compress CS3400iAWS 4 OR-S,CS3400iAWS 4 ORB-S,10.06.2022,"Junkers Bosch Split Luft/Wasser-Wärmepumpe Compress CS3400iAWS 4 OR-S, 4,3 kW (8750722680) & Junkers Bosch CS3400iAWS 10 B Luft/Wasser-Wärmepumpe Split Inneneinheit, wandh. (8738212151)",4654.0,EUR,heizungsdiscount (3029.0 EUR) & heizungsdiscount (1625.0 EUR),2025-02-24 & 2025-02-24,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,5.0,5.6,R32,"1,100 kg",45.0,60.0,45.0,60.0,-7.0,-10.0,60.0,1.07,3.0,11.0,0.0,11.0,0.0,186.0,125.0,4.72,,,3800.0,,1979.0,,1.92,,4
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 10 ORMB-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS807 AW 10 OR-T, CS5800iAW 12 MB, HR300, 7739624189",13499.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,10.0,10.0,R290,"1,700 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.71,1.26,33.0,18.0,33.0,34.0,186.0,141.0,4.74,,,9290.0,,4204.0,,2.21,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 10 ORMB-T (60°C),11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS807 AW 10 OR-T, CS5800iAW 12 MB, HR300, 7739624189",13499.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,10.0,10.0,R290,"1,700 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,60.0,0.71,1.26,33.0,18.0,33.0,34.0,186.0,141.0,4.74,,,9290.0,,4204.0,,2.21,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS5800iAW 12 ORMB-T (60°C),11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS806 AW 12 OR-T, CS5800iAW 12 MB, WH 290, 7739624195",14999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,12.2,12.0,R290,"1,700 kg",37.0,45.0,37.0,45.0,-7.0,-10.0,60.0,0.36,0.86,33.0,18.0,33.0,67.0,183.0,136.0,4.64,,,11100.0,,5842.0,,1.9,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 10 ORMB-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS800 AW 10 OR-T, CS6800iAW 12 MB, SWDP 300-2, 7739623434",14999.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,10.0,10.0,R290,"1,700 kg",37.0,42.0,37.0,42.0,-7.0,-10.0,75.0,0.71,1.26,33.0,18.0,33.0,34.0,186.0,141.0,4.74,,,9290.0,,4204.0,,2.21,,3
 Bosch Thermotechnik GmbH,Bosch CS5800i/6800iAW 10/12 OR,CS6800iAW 12 ORMB-T,11.10.2023,"BOSCH Luftwärmepumpen-Paket BOPA CS797 AW 12 OR-T, CS6800iAW 12 MB, WH 370, 7739623440",16599.0,€,raleo,2025-03-12,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,70.0,12.2,12.0,R290,"1,700 kg",37.0,45.0,37.0,45.0,-7.0,-10.0,75.0,0.36,0.86,33.0,18.0,33.0,67.0,183.0,136.0,4.64,,,11100.0,,5842.0,,1.9,,3
